app_temp,azimuth,clouds,datetime,dewpt,dhi,dni,elev_angle,ghi,h_angle,pod,precip,pres,revision_status,rh,slp,snow,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,weather/description,weather/code,weather/icon,wind_dir,wind_gust_spd,wind_spd
7.4,343,54,2023-03-15:00,6.7,0,0,-49.2,0,,n,0,996,final,95,1023,0,0,7.4,2023-03-15T00:00:00,2023-03-15T00:00:00,1678838400,0,16,Broken clouds,803,c03n,82,2.4,1.2
7.3,6.2,100,2023-03-15:01,6.3,0,0,-50.2,0,,n,0,996,final,95,1023,0,0,7,2023-03-15T01:00:00,2023-03-15T01:00:00,1678842000,0,16,Overcast clouds,804,c04n,64,2.8,0.8
6.3,28.4,100,2023-03-15:02,6,0,0,-46.9,0,,n,0,994,final,95,1022,0,0,6.7,2023-03-15T02:00:00,2023-03-15T02:00:00,1678845600,0,16,Overcast clouds,804,c04n,64,3.2,1.2
4.4,46.8,100,2023-03-15:03,5.2,0,0,-40,0,,n,0,994,final,95,1022,0,0,5.9,2023-03-15T03:00:00,2023-03-15T03:00:00,1678849200,0,16,Overcast clouds,804,c04n,66,3.2,2
4.1,61.5,100,2023-03-15:04,5.5,0,0,-30.9,0,,n,0,993,final,97,1021,0,0,5.9,2023-03-15T04:00:00,2023-03-15T04:00:00,1678852800,0,16,Fog,741,a05n,68,3.2,2.4
3.7,73.5,100,2023-03-15:05,5.6,0,0,-20.5,0,,n,0,993,final,100,1021,0,0,5.6,2023-03-15T05:00:00,2023-03-15T05:00:00,1678856400,0,16,Fog,741,a05n,68,3.6,2.4
3.7,84.1,100,2023-03-15:06,5.2,0,0,-9.5,0,,n,0,992,final,97,1020,0,0,5.6,2023-03-15T06:00:00,2023-03-15T06:00:00,1678860000,0,16,Fog,741,a05n,70,4.4,2.4
3.4,94.1,94,2023-03-15:07,5.2,17,106,1.7,12,,d,0,992,final,97,1020,0,20,5.6,2023-03-15T07:00:00,2023-03-15T07:00:00,1678863600,0.6,16,Fog,741,a05n,74,5.2,2.8
4.7,104.3,24,2023-03-15:08,6,61,552,12.8,175,,d,0,992,final,95,1019,0,174,6.7,2023-03-15T08:00:00,2023-03-15T08:00:00,1678867200,1.6,16,Scattered clouds,802,c02d,78,5.6,2.8
8.9,115.5,0,2023-03-15:09,8.1,84,724,23.3,364,,d,0,992,final,95,1019,0,364,8.9,2023-03-15T09:00:00,2023-03-15T09:00:00,1678870800,2.5,16,Clear Sky,800,c01d,84,5.6,2
13.7,128.7,0,2023-03-15:10,9.4,99,814,32.8,533,,d,0,992,final,75,1019,0,533,13.7,2023-03-15T10:00:00,2023-03-15T10:00:00,1678874400,3.6,16,Clear Sky,800,c01d,94,5.2,2
16.3,144.8,0,2023-03-15:11,9.3,108,864,40.5,662,,d,0,991,final,63,1018,0,662,16.3,2023-03-15T11:00:00,2023-03-15T11:00:00,1678878000,4.9,16,Clear Sky,800,c01d,116,5.6,1.6
17.8,164.3,0,2023-03-15:12,9.2,112,889,45.4,738,,d,0,992,final,57,1018,0,738,17.8,2023-03-15T12:00:00,2023-03-15T12:00:00,1678881600,5.8,16,Clear Sky,800,c01d,142,6.4,2
17.8,185.8,0,2023-03-15:13,8.5,113,893,46.4,753,,d,0,991,final,52,1017,0,753,18.5,2023-03-15T13:00:00,2023-03-15T13:00:00,1678885200,6,16,Clear Sky,800,c01d,166,6.8,2
18.6,206.6,0,2023-03-15:14,8.6,110,878,43.3,705,,d,0,990,final,50,1016,0,705,19.3,2023-03-15T14:00:00,2023-03-15T14:00:00,1678888800,5.4,16,Clear Sky,800,c01d,176,7.2,2.8
19.3,224.3,0,2023-03-15:15,9,103,841,36.8,600,,d,0,989,final,49,1015,0,600,20,2023-03-15T15:00:00,2023-03-15T15:00:00,1678892400,4.2,16,Clear Sky,800,c01d,174,7.2,2.8
18.9,238.7,0,2023-03-15:16,9.2,92,773,28,448,,d,0,988,final,51,1014,0,448,19.6,2023-03-15T16:00:00,2023-03-15T16:00:00,1678896000,3,16,Clear Sky,800,c01d,184,6.4,2.4
17.9,250.7,0,2023-03-15:17,9.6,74,649,17.9,266,,d,0,988,final,56,1014,0,266,18.5,2023-03-15T17:00:00,2023-03-15T17:00:00,1678899600,2.1,16,Clear Sky,800,c01d,228,5.2,2
16.3,261.3,0,2023-03-15:18,9.7,43,384,7,81,,d,0,988,final,65,1014,0,81,16.3,2023-03-15T18:00:00,2023-03-15T18:00:00,1678903200,1.8,16,Clear Sky,800,c01d,260,3.6,2
15.9,271.4,0,2023-03-15:19,8.2,0,0,-4.2,0,,n,0,988,final,60,1014,0,0,15.9,2023-03-15T19:00:00,2023-03-15T19:00:00,1678906800,0,16,Clear Sky,800,c01n,284,3.6,2
14.1,281.6,0,2023-03-15:20,8.3,0,0,-15.3,0,,n,0,988,final,68,1015,0,0,14.1,2023-03-15T20:00:00,2023-03-15T20:00:00,1678910400,0,16,Clear Sky,800,c01n,328,2.8,0.8
10.7,292.9,0,2023-03-15:21,7.4,0,0,-26,0,,n,0,987,final,80,1014,0,0,10.7,2023-03-15T21:00:00,2023-03-15T21:00:00,1678914000,0,16,Clear Sky,800,c01n,86,2,0.8
9.6,306.2,26,2023-03-15:22,7,0,0,-35.7,0,,n,0,987,final,84,1014,0,0,9.6,2023-03-15T22:00:00,2023-03-15T22:00:00,1678917600,0,16,Scattered clouds,802,c02n,106,3.6,2
9.6,322.7,83,2023-03-15:23,7,0,0,-43.7,0,,n,0,987,final,84,1014,0,0,9.6,2023-03-15T23:00:00,2023-03-15T23:00:00,1678921200,0,16,Overcast clouds,804,c04n,104,3.6,2
9.6,343.2,99,2023-03-16:00,7,0,0,-48.8,0,,n,0,986,final,84,1013,0,0,9.6,2023-03-16T00:00:00,2023-03-16T00:00:00,1678924800,0,16,Overcast clouds,804,c04n,104,4,2
8.9,6.3,98,2023-03-16:01,7,0,0,-49.8,0,,n,0,985,final,88,1012,0,0,8.9,2023-03-16T01:00:00,2023-03-16T01:00:00,1678928400,0,16,Overcast clouds,804,c04n,102,4,2
7.8,28.3,97,2023-03-16:02,6.3,0,0,-46.5,0,,n,0,985,final,90,1012,0,0,7.8,2023-03-16T02:00:00,2023-03-16T02:00:00,1678932000,0,16,Overcast clouds,804,c04n,106,4,2
7.4,46.6,100,2023-03-16:03,5.9,0,0,-39.6,0,,n,0,984,final,90,1011,0,0,7.4,2023-03-16T03:00:00,2023-03-16T03:00:00,1678935600,0,16,Overcast clouds,804,c04n,118,4,2
7.4,61.2,100,2023-03-16:04,5.9,0,0,-30.5,0,,n,0,983,final,90,1010,0,0,7.4,2023-03-16T04:00:00,2023-03-16T04:00:00,1678939200,0,16,Overcast clouds,804,c04n,124,4,2
7.4,73.3,100,2023-03-16:05,6.3,0,0,-20.2,0,,n,0,983,final,93,1010,0,0,7.4,2023-03-16T05:00:00,2023-03-16T05:00:00,1678942800,0,16,Overcast clouds,804,c04n,124,4,1.6
7.4,83.8,100,2023-03-16:06,5.9,0,0,-9.2,0,,n,0,983,final,90,1010,0,0,7.4,2023-03-16T06:00:00,2023-03-16T06:00:00,1678946400,0,16,Overcast clouds,804,c04n,130,4.4,1.6
7.8,93.8,100,2023-03-16:07,6.3,19,127,2,15,,d,0,983,final,90,1010,0,21,7.8,2023-03-16T07:00:00,2023-03-16T07:00:00,1678950000,0.5,16,Overcast clouds,804,c04n,144,4.4,1.6
10,104.1,99,2023-03-16:08,7.8,62,559,13.1,181,,d,0,984,final,86,1011,0,86,10,2023-03-16T08:00:00,2023-03-16T08:00:00,1678953600,0.6,16,Overcast clouds,804,c04d,156,5.2,1.6
12.2,115.3,100,2023-03-16:09,8.9,85,727,23.6,370,,d,0,984,final,80,1011,0,122,12.2,2023-03-16T09:00:00,2023-03-16T09:00:00,1678957200,0.8,16,Overcast clouds,804,c04d,176,6,2
14.1,128.5,100,2023-03-16:10,9.9,99,816,33.2,539,,d,0,984,final,76,1011,0,153,14.1,2023-03-16T10:00:00,2023-03-16T10:00:00,1678960800,1.1,16,Overcast clouds,804,c04d,190,8,3.2
15.2,144.7,98,2023-03-16:11,10,108,866,40.9,668,,d,0,984,final,71,1010,0,215,15.2,2023-03-16T11:00:00,2023-03-16T11:00:00,1678964400,1.6,16,Overcast clouds,804,c04d,174,9.2,4
15.9,164.2,98,2023-03-16:12,10,113,890,45.8,743,,d,0,984,final,68,1010,0,119,15.9,2023-03-16T12:00:00,2023-03-16T12:00:00,1678968000,1.9,16,Overcast clouds,804,c04d,174,9.6,4
16.3,185.9,100,2023-03-16:13,9.9,114,894,46.8,758,,d,1.25,983,final,66,1009,0,176,16.3,2023-03-16T13:00:00,2023-03-16T13:00:00,1678971600,1.9,16,Light rain,500,r01d,186,9.6,4.4
15.6,206.8,100,2023-03-16:14,10.4,111,880,43.6,710,,d,0.5,982,final,71,1008,0,159,15.6,2023-03-16T14:00:00,2023-03-16T14:00:00,1678975200,1.7,16,Overcast clouds,804,c04d,196,11.6,4.4
14.8,224.6,97,2023-03-16:15,10.8,104,843,37,605,,d,1.25,982,final,77,1008,0,185,14.8,2023-03-16T15:00:00,2023-03-16T15:00:00,1678978800,1.4,16,Light rain,500,r01d,206,11.2,4.4
14.4,239,98,2023-03-16:16,10.6,92,775,28.2,452,,d,1.5,982,final,78,1008,0,135,14.4,2023-03-16T16:00:00,2023-03-16T16:00:00,1678982400,1,16,Light rain,500,r01d,216,9.6,4.4
13.3,251.1,99,2023-03-16:17,11,74,652,18.1,270,,d,1.25,982,final,86,1009,0,90,13.3,2023-03-16T17:00:00,2023-03-16T17:00:00,1678986000,0.7,16,Light rain,500,r01d,212,9.2,4
12.6,261.7,97,2023-03-16:18,11.5,44,392,7.2,84,,d,0.75,982,final,93,1009,0,57,12.6,2023-03-16T18:00:00,2023-03-16T18:00:00,1678989600,0.6,10,Light rain,500,r01d,200,8.4,3.2
12.6,271.7,100,2023-03-16:19,11.5,0,0,-4,0,,n,0.5,982,final,93,1009,0,0,12.6,2023-03-16T19:00:00,2023-03-16T19:00:00,1678993200,0,10,Overcast clouds,804,c04n,188,7.6,3.6
12.2,282,100,2023-03-16:20,11.4,0,0,-15.1,0,,n,0.25,982,final,95,1009,0,0,12.2,2023-03-16T20:00:00,2023-03-16T20:00:00,1678996800,0,10,Overcast clouds,804,c04n,194,7.6,4
12.6,293.2,100,2023-03-16:21,11.8,0,0,-25.7,0,,n,1,982,final,95,1009,0,0,12.6,2023-03-16T21:00:00,2023-03-16T21:00:00,1679000400,0,16,Light rain,500,r01n,208,8,3.6
11.9,306.5,82,2023-03-16:22,11.6,0,0,-35.4,0,,n,0.5,983,final,98,1010,0,0,11.9,2023-03-16T22:00:00,2023-03-16T22:00:00,1679004000,0,16,Fog,741,a05n,194,7.6,3.2
11.9,323.1,53,2023-03-16:23,10.8,0,0,-43.4,0,,n,0.5,983,final,93,1010,0,0,11.9,2023-03-16T23:00:00,2023-03-16T23:00:00,1679007600,0,16,Broken clouds,803,c03n,198,7.6,2.8
11.5,343.5,49,2023-03-17:00,10.4,0,0,-48.5,0,,n,0.5,983,final,93,1010,0,0,11.5,2023-03-17T00:00:00,2023-03-17T00:00:00,1679011200,0,16,Broken clouds,803,c03n,198,8,3.2
11.9,6.3,84,2023-03-17:01,10.5,0,0,-49.4,0,,n,0.5,983,final,91,1010,0,0,11.9,2023-03-17T01:00:00,2023-03-17T01:00:00,1679014800,0,16,Overcast clouds,804,c04n,200,8.8,3.2
11.5,28.2,100,2023-03-17:02,10.1,0,0,-46.1,0,,n,0.5,983,final,91,1010,0,0,11.5,2023-03-17T02:00:00,2023-03-17T02:00:00,1679018400,0,16,Overcast clouds,804,c04n,202,8.8,3.6
11.5,46.4,100,2023-03-17:03,9.6,0,0,-39.3,0,,n,0.5,983,final,88,1010,0,0,11.5,2023-03-17T03:00:00,2023-03-17T03:00:00,1679022000,0,16,Overcast clouds,804,c04n,208,8.8,4
11.1,61,100,2023-03-17:04,9.7,0,0,-30.2,0,,n,0.5,983,final,91,1010,0,0,11.1,2023-03-17T04:00:00,2023-03-17T04:00:00,1679025600,0,16,Overcast clouds,804,c04n,204,8.8,4
11.1,73,100,2023-03-17:05,9.7,0,0,-19.9,0,,n,0.5,983,final,91,1010,0,0,11.1,2023-03-17T05:00:00,2023-03-17T05:00:00,1679029200,0,16,Overcast clouds,804,c04n,198,9.2,4
11.1,83.6,100,2023-03-17:06,9.7,0,0,-8.9,0,,n,0.5,984,final,91,1011,0,0,11.1,2023-03-17T06:00:00,2023-03-17T06:00:00,1679032800,0,10,Overcast clouds,804,c04n,196,9.6,4.4
11.1,93.6,100,2023-03-17:07,10,21,148,2.3,18,,d,0.5,984,final,93,1011,0,22,11.1,2023-03-17T07:00:00,2023-03-17T07:00:00,1679036400,0.5,16,Overcast clouds,804,c04n,198,10.8,4.8
11.5,103.8,99,2023-03-17:08,10.4,63,566,13.4,186,,d,0.5,984,final,93,1011,0,81,11.5,2023-03-17T08:00:00,2023-03-17T08:00:00,1679040000,0.6,10,Overcast clouds,804,c04d,204,11.6,5.2
12.2,115.1,76,2023-03-17:09,10.3,85,731,24,376,,d,1.5,985,final,88,1012,0,225,12.2,2023-03-17T09:00:00,2023-03-17T09:00:00,1679043600,1.2,16,Light rain,500,r01d,212,12.4,5.6
12.6,128.3,60,2023-03-17:10,11.2,99,818,33.5,545,,d,3,985,final,91,1012,0,426,12.6,2023-03-17T10:00:00,2023-03-17T10:00:00,1679047200,2.2,10,Light rain,500,r01d,222,14,6.4
12.2,144.5,56,2023-03-17:11,9.9,108,867,41.3,674,,d,3.5,985,final,86,1012,0,550,12.2,2023-03-17T11:00:00,2023-03-17T11:00:00,1679050800,3.1,10,Light rain,500,r01d,240,14.4,6.8
12.6,164.2,91,2023-03-17:12,10.7,113,891,46.2,749,,d,1.5,986,final,88,1013,0,228,12.6,2023-03-17T12:00:00,2023-03-17T12:00:00,1679054400,2.2,16,Light rain,500,r01d,236,13.2,5.2
13.3,186.1,75,2023-03-17:13,11,114,895,47.2,763,,d,0.5,986,final,86,1013,0,480,13.3,2023-03-17T13:00:00,2023-03-17T13:00:00,1679058000,3,10,Overcast clouds,804,c04d,230,12.8,4.8
13.7,207.1,74,2023-03-17:14,9.9,111,881,44,715,,d,1.5,986,final,78,1013,0,476,13.7,2023-03-17T14:00:00,2023-03-17T14:00:00,1679061600,2.7,16,Light rain,500,r01d,224,13.6,5.2
13.3,224.9,58,2023-03-17:15,10.3,104,844,37.3,610,,d,0.25,986,final,82,1013,0,505,13.3,2023-03-17T15:00:00,2023-03-17T15:00:00,1679065200,2.6,16,Broken clouds,803,c03d,232,13.6,6
13,239.4,81,2023-03-17:16,9.6,92,777,28.5,457,,d,2,986,final,80,1013,0,247,13,2023-03-17T16:00:00,2023-03-17T16:00:00,1679068800,1.4,16,Light rain,500,r01d,242,12.8,5.6
12.2,251.4,70,2023-03-17:17,9.6,74,656,18.3,274,,d,0.25,987,final,84,1014,0,201,12.2,2023-03-17T17:00:00,2023-03-17T17:00:00,1679072400,1.1,10,Broken clouds,803,c03d,246,11.6,5.2
12.2,262,75,2023-03-17:18,10.3,45,399,7.4,87,,d,0.5,987,final,88,1014,0,55,12.2,2023-03-17T18:00:00,2023-03-17T18:00:00,1679076000,0.9,16,Overcast clouds,804,c04d,244,9.2,4.4
11.9,272.1,93,2023-03-17:19,10,0,0,-3.7,0,,n,0.5,987,final,88,1014,0,0,11.9,2023-03-17T19:00:00,2023-03-17T19:00:00,1679079600,0,16,Overcast clouds,804,c04n,238,8.4,3.6
11.5,282.3,90,2023-03-17:20,10.1,0,0,-14.9,0,,n,0.5,988,final,91,1015,0,0,11.5,2023-03-17T20:00:00,2023-03-17T20:00:00,1679083200,0,16,Overcast clouds,804,c04n,234,7.6,3.2
11.1,293.6,84,2023-03-17:21,10,0,0,-25.5,0,,n,0.5,988,final,93,1015,0,0,11.1,2023-03-17T21:00:00,2023-03-17T21:00:00,1679086800,0,16,Overcast clouds,804,c04n,236,7.2,3.2
10.7,306.9,74,2023-03-17:22,9.6,0,0,-35.2,0,,n,0,989,final,93,1016,0,0,10.7,2023-03-17T22:00:00,2023-03-17T22:00:00,1679090400,0,16,Overcast clouds,804,c04n,238,6.8,3.2
10.4,323.4,60,2023-03-17:23,9.3,0,0,-43.1,0,,n,0,989,final,93,1016,0,0,10.4,2023-03-17T23:00:00,2023-03-17T23:00:00,1679094000,0,10,Broken clouds,803,c03n,240,6.4,2.4
10.4,343.7,56,2023-03-18:00,9.3,0,0,-48.1,0,,n,0,989,final,93,1016,0,0,10.4,2023-03-18T00:00:00,2023-03-18T00:00:00,1679097600,0,10,Broken clouds,803,c03n,242,6.8,2
10.4,6.4,68,2023-03-18:01,9,0,0,-49,0,,n,0.5,989,final,91,1016,0,0,10.4,2023-03-18T01:00:00,2023-03-18T01:00:00,1679101200,0,16,Broken clouds,803,c03n,240,6.4,2
10.4,28.1,62,2023-03-18:02,9,0,0,-45.7,0,,n,0.5,989,final,91,1016,0,0,10.4,2023-03-18T02:00:00,2023-03-18T02:00:00,1679104800,0,16,Broken clouds,803,c03n,234,5.2,2
10.4,46.2,85,2023-03-18:03,9.3,0,0,-38.9,0,,n,0.5,989,final,93,1016,0,0,10.4,2023-03-18T03:00:00,2023-03-18T03:00:00,1679108400,0,16,Overcast clouds,804,c04n,236,6,2
10.7,60.8,100,2023-03-18:04,9.6,0,0,-29.9,0,,n,0.5,989,final,93,1016,0,0,10.7,2023-03-18T04:00:00,2023-03-18T04:00:00,1679112000,0,16,Overcast clouds,804,c04n,238,6.8,2.4
10.7,72.8,100,2023-03-18:05,9.6,0,0,-19.5,0,,n,1,989,final,93,1016,0,0,10.7,2023-03-18T05:00:00,2023-03-18T05:00:00,1679115600,0,10,Light rain,500,r01n,238,6.8,2.4
10.4,83.3,100,2023-03-18:06,9,0,0,-8.6,0,,n,1,990,final,91,1017,0,0,10.4,2023-03-18T06:00:00,2023-03-18T06:00:00,1679119200,0,16,Light rain,500,r01n,250,6.4,2.4
10.4,93.3,97,2023-03-18:07,9.6,23,168,2.6,22,,d,1,990,final,95,1017,0,27,10.4,2023-03-18T07:00:00,2023-03-18T07:00:00,1679122800,0.6,16,Light rain,500,r01n,270,5.6,2.4
11.1,103.6,81,2023-03-18:08,10.3,64,572,13.7,192,,d,0.5,991,final,95,1018,0,102,11.1,2023-03-18T08:00:00,2023-03-18T08:00:00,1679126400,0.9,10,Overcast clouds,804,c04d,282,5.6,2
11.5,114.8,100,2023-03-18:09,11.2,86,734,24.3,382,,d,0,992,final,98,1019,0,111,11.5,2023-03-18T09:00:00,2023-03-18T09:00:00,1679130000,0.8,16,Fog,741,a05d,288,6,2
13,128.1,56,2023-03-18:10,11.9,100,820,33.9,551,,d,0,992,final,93,1019,0,463,13,2023-03-18T10:00:00,2023-03-18T10:00:00,1679133600,2.3,16,Broken clouds,803,c03d,288,7.2,2.8
13.3,144.4,70,2023-03-18:11,11.5,109,869,41.7,680,,d,0,992,final,89,1019,0,475,13.3,2023-03-18T11:00:00,2023-03-18T11:00:00,1679137200,2.6,16,Broken clouds,803,c03d,300,8.4,3.6
14.8,164.2,45,2023-03-18:12,12.7,113,892,46.6,754,,d,0,993,final,87,1020,0,682,14.8,2023-03-18T12:00:00,2023-03-18T12:00:00,1679140800,4.2,16,Broken clouds,803,c03d,300,10,4
15.2,186.3,83,2023-03-18:13,12.7,114,897,47.5,768,,d,0,993,final,85,1020,0,374,15.2,2023-03-18T13:00:00,2023-03-18T13:00:00,1679144400,2.7,16,Overcast clouds,804,c04d,298,9.6,4
15.9,207.4,87,2023-03-18:14,12.3,111,882,44.3,720,,d,0,992,final,79,1019,0,292,15.9,2023-03-18T14:00:00,2023-03-18T14:00:00,1679148000,2.2,16,Overcast clouds,804,c04d,298,9.6,4.8
15.9,225.3,90,2023-03-18:15,12.3,104,846,37.6,614,,d,0,993,final,79,1020,0,207,15.9,2023-03-18T15:00:00,2023-03-18T15:00:00,1679151600,1.7,16,Overcast clouds,804,c04d,300,9.6,5.2
15.2,239.8,75,2023-03-18:16,11.8,93,779,28.8,461,,d,0,993,final,80,1020,0,290,15.2,2023-03-18T16:00:00,2023-03-18T16:00:00,1679155200,1.5,16,Overcast clouds,804,c04d,306,9.6,5.2
14.4,251.8,50,2023-03-18:17,11.7,75,659,18.5,277,,d,0,993,final,84,1020,0,244,14.4,2023-03-18T17:00:00,2023-03-18T17:00:00,1679158800,1.4,16,Broken clouds,803,c03d,308,8.8,4.4
13.7,262.4,40,2023-03-18:18,10.7,45,406,7.6,91,,d,0,994,final,82,1021,0,85,13.7,2023-03-18T18:00:00,2023-03-18T18:00:00,1679162400,1.3,16,Scattered clouds,802,c02d,310,8,3.6
12.6,272.4,45,2023-03-18:19,10.3,0,0,-3.5,0,,n,0,994,final,86,1021,0,0,12.6,2023-03-18T19:00:00,2023-03-18T19:00:00,1679166000,0,16,Broken clouds,803,c03n,312,5.6,2.4
11.9,282.6,62,2023-03-18:20,10,0,0,-14.6,0,,n,0,995,final,88,1022,0,0,11.9,2023-03-18T20:00:00,2023-03-18T20:00:00,1679169600,0,16,Broken clouds,803,c03n,314,5.2,2
