app_temp,azimuth,clouds,datetime,dewpt,dhi,dni,elev_angle,ghi,h_angle,pod,precip,pres,revision_status,rh,slp,snow,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,weather/description,weather/code,weather/icon,wind_dir,wind_gust_spd,wind_spd
13.3,7,85,2023-03-29:01,7.7,0,0,-44.7,0,,n,0,993,final,69,1020,0,0,13.3,2023-03-29T02:00:00,2023-03-29T01:00:00,1680051600,0,16,Overcast clouds,804,c04n,124,4.4,1.6
13.3,27.1,85,2023-03-29:02,7.7,0,0,-41.3,0,,n,0,993,final,69,1020,0,0,13.3,2023-03-29T03:00:00,2023-03-29T02:00:00,1680055200,0,16,Overcast clouds,804,c04n,124,4.8,2
13.7,44.2,81,2023-03-29:03,7.5,0,0,-34.8,0,,n,0,992,final,66,1019,0,0,13.7,2023-03-29T04:00:00,2023-03-29T03:00:00,1680058800,0,16,Overcast clouds,804,c04n,122,5.2,2.4
13.3,58.3,84,2023-03-29:04,7.1,0,0,-26,0,,n,0,992,final,66,1019,0,0,13.3,2023-03-29T05:00:00,2023-03-29T04:00:00,1680062400,0,16,Overcast clouds,804,c04n,122,5.6,2.4
13.3,70.2,86,2023-03-29:05,7.1,0,0,-15.9,0,,n,0,991,final,66,1018,0,0,13.3,2023-03-29T06:00:00,2023-03-29T05:00:00,1680066000,0,16,Overcast clouds,804,c04n,126,6,2.4
13.3,80.7,71,2023-03-29:06,6.2,0,0,-5.1,0,,n,0,991,final,62,1018,0,0,13.3,2023-03-29T07:00:00,2023-03-29T06:00:00,1680069600,0,16,Overcast clouds,804,c04n,134,5.6,2
13.7,90.7,89,2023-03-29:07,6.3,39,346,6.1,67,,d,0,992,final,61,1019,0,65,13.7,2023-03-29T08:00:00,2023-03-29T07:00:00,1680073200,0.7,16,Overcast clouds,804,c04d,148,5.2,1.6
16.7,100.9,99,2023-03-29:08,8.1,72,635,17.3,253,,d,0,993,final,57,1020,0,105,16.7,2023-03-29T09:00:00,2023-03-29T08:00:00,1680076800,0.7,16,Overcast clouds,804,c04d,156,7.2,2.8
17.8,112.2,98,2023-03-29:09,7,91,767,28,445,,d,0,994,final,49,1020,0,162,17.8,2023-03-29T10:00:00,2023-03-29T09:00:00,1680080400,1,16,Overcast clouds,804,c04d,166,8.8,4
19.2,125.7,100,2023-03-29:10,7.1,104,841,37.9,614,,d,0,994,final,43,1020,0,165,20,2023-03-29T11:00:00,2023-03-29T10:00:00,1680084000,1.4,16,Overcast clouds,804,c04d,172,10.4,4.4
19.9,142.7,99,2023-03-29:11,7.3,112,884,45.9,740,,d,0,994,final,42,1020,0,208,20.7,2023-03-29T12:00:00,2023-03-29T11:00:00,1680087600,1.9,16,Overcast clouds,804,c04d,182,12.4,5.6
21.2,164.1,100,2023-03-29:12,8.1,116,904,51,811,,d,0,993,final,41,1019,0,197,21.9,2023-03-29T13:00:00,2023-03-29T12:00:00,1680091200,2.1,16,Overcast clouds,804,c04d,184,14,6
20.9,188.2,96,2023-03-29:13,9.1,117,907,51.8,822,,d,0,993,final,45,1019,0,178,21.5,2023-03-29T14:00:00,2023-03-29T13:00:00,1680094800,2.4,16,Overcast clouds,804,c04d,190,14,6.4
20.2,210.8,94,2023-03-29:14,10.2,114,893,48,770,,d,0,993,final,51,1019,0,208,20.7,2023-03-29T15:00:00,2023-03-29T14:00:00,1680098400,2.2,16,Overcast clouds,804,c04d,204,13.2,6.4
19.6,229.2,15,2023-03-29:15,11.5,107,859,40.8,661,,d,0,994,final,58,1020,0,639,20,2023-03-29T16:00:00,2023-03-29T15:00:00,1680102000,4.4,16,Few clouds,801,c02d,220,13.2,6.4
18.5,243.8,1,2023-03-29:16,12.2,96,797,31.5,505,,d,0,994,final,65,1020,0,488,18.9,2023-03-29T17:00:00,2023-03-29T16:00:00,1680105600,3.4,16,Clear Sky,800,c01d,218,12,6
17.8,255.7,37,2023-03-29:17,12.9,79,689,21,319,,d,0,994,final,73,1020,0,298,17.8,2023-03-29T18:00:00,2023-03-29T17:00:00,1680109200,1.7,16,Scattered clouds,802,c02d,218,10.4,5.2
17,266.2,79,2023-03-29:18,13.3,53,476,9.9,126,,d,0,994,final,79,1021,0,70,17,2023-03-29T19:00:00,2023-03-29T18:00:00,1680112800,0.8,16,Overcast clouds,804,c04d,210,8,4.4
16.3,276.2,91,2023-03-29:19,13.4,0,0,-1.3,0,,n,0,994,final,83,1021,0,0,16.3,2023-03-29T20:00:00,2023-03-29T19:00:00,1680116400,0,16,Overcast clouds,804,c04n,208,8,3.6
15.6,286.5,98,2023-03-29:20,13.4,0,0,-12.3,0,,n,0,994,final,87,1021,0,0,15.6,2023-03-29T21:00:00,2023-03-29T20:00:00,1680120000,0,16,Overcast clouds,804,c04n,198,7.6,3.2
15.6,297.8,100,2023-03-29:21,13.4,0,0,-22.6,0,,n,0,995,final,87,1022,0,0,15.6,2023-03-29T22:00:00,2023-03-29T21:00:00,1680123600,0,16,Overcast clouds,804,c04n,198,8,3.6
15.6,311.1,100,2023-03-29:22,13.8,0,0,-31.9,0,,n,0.5,995,final,89,1022,0,0,15.6,2023-03-29T23:00:00,2023-03-29T22:00:00,1680127200,0,16,Overcast clouds,804,c04n,204,8,3.6
15.6,327.1,100,2023-03-29:23,13.8,0,0,-39.2,0,,n,0.5,995,final,89,1022,0,0,15.6,2023-03-30T00:00:00,2023-03-29T23:00:00,1680130800,0,16,Overcast clouds,804,c04n,212,7.6,3.6
15.2,346.3,100,2023-03-30:00,13.7,0,0,-43.6,0,,n,0.5,995,final,91,1022,0,0,15.2,2023-03-30T01:00:00,2023-03-30T00:00:00,1680134400,0,16,Overcast clouds,804,c04n,224,8,4
14.8,7.1,100,2023-03-30:01,13.3,0,0,-44.3,0,,n,0.5,995,final,91,1022,0,0,14.8,2023-03-30T02:00:00,2023-03-30T01:00:00,1680138000,0,16,Overcast clouds,804,c04n,230,7.2,3.6
14.8,27,96,2023-03-30:02,13.3,0,0,-41,0,,n,0,995,final,91,1022,0,0,14.8,2023-03-30T03:00:00,2023-03-30T02:00:00,1680141600,0,16,Overcast clouds,804,c04n,236,6,3.2
14.1,44,100,2023-03-30:03,13.3,0,0,-34.4,0,,n,0,995,final,95,1022,0,0,14.1,2023-03-30T04:00:00,2023-03-30T03:00:00,1680145200,0,16,Overcast clouds,804,c04n,226,5.6,2.4
13.7,58.1,100,2023-03-30:04,12.6,0,0,-25.7,0,,n,0,995,final,93,1022,0,0,13.7,2023-03-30T05:00:00,2023-03-30T04:00:00,1680148800,0,16,Overcast clouds,804,c04n,218,5.2,2.4
13.7,69.9,100,2023-03-30:05,12.3,0,0,-15.6,0,,n,0,995,final,91,1022,0,0,13.7,2023-03-30T06:00:00,2023-03-30T05:00:00,1680152400,0,16,Overcast clouds,804,c04n,212,5.2,2.4
13.3,80.4,100,2023-03-30:06,12.2,0,0,-4.7,0,,n,0.5,996,final,93,1023,0,0,13.3,2023-03-30T07:00:00,2023-03-30T06:00:00,1680156000,0,16,Overcast clouds,804,c04n,200,4.8,2.4
13.3,90.4,90,2023-03-30:07,12.2,41,359,6.4,72,,d,0,996,final,93,1023,0,65,13.3,2023-03-30T08:00:00,2023-03-30T07:00:00,1680159600,0.7,10,Overcast clouds,804,c04d,192,6,2.8
14.4,100.6,64,2023-03-30:08,13,72,639,17.6,259,,d,0,996,final,91,1023,0,198,14.4,2023-03-30T09:00:00,2023-03-30T08:00:00,1680163200,1.2,16,Broken clouds,803,c03d,198,8,4
15.9,112,97,2023-03-30:09,13,92,770,28.4,451,,d,0,997,final,83,1024,0,160,15.9,2023-03-30T10:00:00,2023-03-30T09:00:00,1680166800,1,16,Overcast clouds,804,c04d,202,10.4,4.4
17.4,125.5,97,2023-03-30:10,12.5,104,843,38.2,619,,d,0,997,final,73,1024,0,198,17.4,2023-03-30T11:00:00,2023-03-30T10:00:00,1680170400,1.5,16,Overcast clouds,804,c04d,208,12,5.6
17.8,142.6,100,2023-03-30:11,12.3,112,885,46.3,745,,d,0,997,final,70,1024,0,160,17.8,2023-03-30T12:00:00,2023-03-30T11:00:00,1680174000,1.8,16,Overcast clouds,804,c04d,212,13.6,6.4
17.8,164.1,100,2023-03-30:12,12.3,116,905,51.4,816,,d,0,997,final,70,1024,0,168,17.8,2023-03-30T13:00:00,2023-03-30T12:00:00,1680177600,2.2,16,Overcast clouds,804,c04d,212,14,7.2
17.8,188.4,100,2023-03-30:13,12.3,117,908,52.2,826,,d,0,997,final,70,1024,0,170,17.8,2023-03-30T14:00:00,2023-03-30T13:00:00,1680181200,2.2,16,Overcast clouds,804,c04d,216,14.8,7.6
17.8,211.1,100,2023-03-30:14,12.3,114,894,48.3,774,,d,0.25,997,final,70,1024,0,163,17.8,2023-03-30T15:00:00,2023-03-30T14:00:00,1680184800,2,16,Overcast clouds,804,c04d,214,15.2,7.2
17.8,229.6,99,2023-03-30:15,12.3,107,859,41.1,665,,d,0,997,final,70,1024,0,170,17.8,2023-03-30T16:00:00,2023-03-30T15:00:00,1680188400,1.6,16,Overcast clouds,804,c04d,212,15.6,7.2
17.4,244.1,99,2023-03-30:16,12.3,96,798,31.7,509,,d,0,996,final,72,1023,0,144,17.4,2023-03-30T17:00:00,2023-03-30T16:00:00,1680192000,1.1,16,Overcast clouds,804,c04d,214,14.8,7.2
16.7,256,100,2023-03-30:17,12.7,80,691,21.2,323,,d,0,997,final,77,1024,0,100,16.7,2023-03-30T18:00:00,2023-03-30T17:00:00,1680195600,0.7,16,Overcast clouds,804,c04d,216,13.2,6.8
15.6,266.5,100,2023-03-30:18,13.1,53,481,10.1,129,,d,0,997,final,85,1024,0,61,15.6,2023-03-30T19:00:00,2023-03-30T18:00:00,1680199200,0.6,16,Overcast clouds,804,c04d,214,11.6,6
15.2,276.5,100,2023-03-30:19,13.4,0,0,-1.1,0,,n,0,997,final,89,1024,0,0,15.2,2023-03-30T20:00:00,2023-03-30T19:00:00,1680202800,0,16,Overcast clouds,804,c04n,206,10.8,4.8
14.8,286.8,100,2023-03-30:20,13.3,0,0,-12,0,,n,0.25,997,final,91,1024,0,0,14.8,2023-03-30T21:00:00,2023-03-30T20:00:00,1680206400,0,16,Overcast clouds,804,c04n,202,10.8,5.2
14.8,298.1,100,2023-03-30:21,13.3,0,0,-22.4,0,,n,0,997,final,91,1024,0,0,14.8,2023-03-30T22:00:00,2023-03-30T21:00:00,1680210000,0,16,Overcast clouds,804,c04n,204,11.2,5.2
15.2,311.4,100,2023-03-30:22,13.4,0,0,-31.6,0,,n,0.75,997,final,89,1024,0,0,15.2,2023-03-30T23:00:00,2023-03-30T22:00:00,1680213600,0,10,Light rain,500,r01n,204,11.6,5.6
15.2,327.4,100,2023-03-30:23,13.7,0,0,-38.9,0,,n,1.5,997,final,91,1024,0,0,15.2,2023-03-31T00:00:00,2023-03-30T23:00:00,1680217200,0,10,Light rain,500,r01n,212,11.6,5.6
14.8,346.5,100,2023-03-31:00,13.3,0,0,-43.3,0,,n,0.75,997,final,91,1024,0,0,14.8,2023-03-31T01:00:00,2023-03-31T00:00:00,1680220800,0,10,Light rain,500,r01n,222,11.2,5.6
14.8,7.2,100,2023-03-31:01,13.7,0,0,-43.9,0,,n,0.25,997,final,93,1024,0,0,14.8,2023-03-31T02:00:00,2023-03-31T01:00:00,1680224400,0,10,Overcast clouds,804,c04n,230,10.4,5.2
14.8,26.9,100,2023-03-31:02,13.7,0,0,-40.6,0,,n,0.5,997,final,93,1024,0,0,14.8,2023-03-31T03:00:00,2023-03-31T02:00:00,1680228000,0,10,Overcast clouds,804,c04n,240,9.2,4.8
14.8,43.9,100,2023-03-31:03,13.7,0,0,-34,0,,n,0.5,996,final,93,1023,0,0,14.8,2023-03-31T04:00:00,2023-03-31T03:00:00,1680231600,0,16,Overcast clouds,804,c04n,246,9.2,4.4
14.8,57.9,100,2023-03-31:04,13.7,0,0,-25.3,0,,n,0,996,final,93,1023,0,0,14.8,2023-03-31T05:00:00,2023-03-31T04:00:00,1680235200,0,10,Overcast clouds,804,c04n,254,8.4,4
14.4,69.7,100,2023-03-31:05,13,0,0,-15.3,0,,n,0.25,996,final,91,1023,0,0,14.4,2023-03-31T06:00:00,2023-03-31T05:00:00,1680238800,0,16,Overcast clouds,804,c04n,262,7.6,4
14.1,80.2,100,2023-03-31:06,12.7,0,0,-4.4,0,,n,0,997,final,91,1024,0,0,14.1,2023-03-31T07:00:00,2023-03-31T06:00:00,1680242400,0,16,Overcast clouds,804,c04n,266,7.2,3.6
14.1,90.2,100,2023-03-31:07,12.3,42,371,6.8,76,,d,0,997,final,89,1024,0,46,14.1,2023-03-31T08:00:00,2023-03-31T07:00:00,1680246000,0.5,16,Overcast clouds,804,c04d,268,7.6,3.2
14.4,100.4,100,2023-03-31:08,12.3,73,644,17.9,264,,d,0,998,final,87,1025,0,89,14.4,2023-03-31T09:00:00,2023-03-31T08:00:00,1680249600,0.7,16,Overcast clouds,804,c04d,270,7.6,3.6
15.2,111.7,96,2023-03-31:09,11.6,92,772,28.7,457,,d,0,998,final,79,1025,0,175,15.2,2023-03-31T10:00:00,2023-03-31T09:00:00,1680253200,1,16,Overcast clouds,804,c04d,272,8,4
15.6,125.3,94,2023-03-31:10,12.7,105,845,38.6,625,,d,0,998,final,83,1025,0,147,15.6,2023-03-31T11:00:00,2023-03-31T10:00:00,1680256800,1.6,16,Overcast clouds,804,c04d,274,9.6,4.4
15.9,142.4,96,2023-03-31:11,11.1,112,886,46.7,750,,d,0,999,final,73,1026,0,139,15.9,2023-03-31T12:00:00,2023-03-31T11:00:00,1680260400,2,16,Overcast clouds,804,c04d,268,10.4,4.8
16.3,164.1,100,2023-03-31:12,10.8,117,906,51.8,821,,d,0,998,final,70,1025,0,172,16.3,2023-03-31T13:00:00,2023-03-31T12:00:00,1680264000,2.2,16,Overcast clouds,804,c04d,268,10.4,4.8
16.7,188.5,100,2023-03-31:13,10.8,117,909,52.5,831,,d,0,998,final,68,1025,0,173,16.7,2023-03-31T14:00:00,2023-03-31T13:00:00,1680267600,2.2,16,Overcast clouds,804,c04d,268,10.4,4.8
16.7,211.4,100,2023-03-31:14,10.3,114,894,48.7,779,,d,0,998,final,66,1025,0,167,16.7,2023-03-31T15:00:00,2023-03-31T14:00:00,1680271200,2,16,Overcast clouds,804,c04d,270,10.4,5.2
16.3,230,100,2023-03-31:15,9.7,107,860,41.3,669,,d,0,998,final,65,1025,0,174,16.3,2023-03-31T16:00:00,2023-03-31T15:00:00,1680274800,1.6,16,Overcast clouds,804,c04d,270,10,5.2
15.9,244.5,100,2023-03-31:16,9.6,97,800,31.9,513,,d,0,998,final,66,1025,0,148,15.9,2023-03-31T17:00:00,2023-03-31T16:00:00,1680278400,1.1,16,Overcast clouds,804,c04d,274,9.2,4.8
15.6,256.4,99,2023-03-31:17,9.3,80,694,21.4,326,,d,0,998,final,66,1025,0,122,15.6,2023-03-31T18:00:00,2023-03-31T17:00:00,1680282000,0.7,16,Overcast clouds,804,c04d,280,8.4,4.8
14.8,266.9,99,2023-03-31:18,9.2,54,486,10.3,133,,d,0,999,final,69,1026,0,71,14.8,2023-03-31T19:00:00,2023-03-31T18:00:00,1680285600,0.6,16,Overcast clouds,804,c04d,278,6.8,3.6
13.7,276.9,98,2023-03-31:19,9.6,0,0,-0.9,0,,n,0,999,final,76,1026,0,0,13.7,2023-03-31T20:00:00,2023-03-31T19:00:00,1680289200,0,16,Overcast clouds,804,c04n,274,5.2,2.4
12.6,287.1,90,2023-03-31:20,10,0,0,-11.8,0,,n,0,999,final,84,1026,0,0,12.6,2023-03-31T21:00:00,2023-03-31T20:00:00,1680292800,0,16,Overcast clouds,804,c04n,270,4,1.6
11.9,298.5,45,2023-03-31:21,9.6,0,0,-22.1,0,,n,0,999,final,86,1026,0,0,11.9,2023-03-31T22:00:00,2023-03-31T21:00:00,1680296400,0,16,Broken clouds,803,c03n,264,4,1.6
11.9,311.7,69,2023-03-31:22,10.5,0,0,-31.3,0,,n,0,999,final,91,1026,0,0,11.9,2023-03-31T23:00:00,2023-03-31T22:00:00,1680300000,0,16,Broken clouds,803,c03n,256,4,2
11.5,327.7,80,2023-03-31:23,10.1,0,0,-38.5,0,,n,0,999,final,91,1026,0,0,11.5,2023-04-01T00:00:00,2023-03-31T23:00:00,1680303600,0,16,Overcast clouds,804,c04n,246,3.6,2
11.5,346.6,98,2023-04-01:00,10.1,0,0,-42.9,0,,n,0,999,final,91,1026,0,0,11.5,2023-04-01T01:00:00,2023-04-01T00:00:00,1680307200,0,16,Overcast clouds,804,c04n,262,4,1.6
11.5,7.2,98,2023-04-01:01,10.4,0,0,-43.5,0,,n,0,999,final,93,1026,0,0,11.5,2023-04-01T02:00:00,2023-04-01T01:00:00,1680310800,0,16,Overcast clouds,804,c04n,246,3.2,1.6
11.9,26.8,100,2023-04-01:02,10.8,0,0,-40.2,0,,n,0,999,final,93,1026,0,0,11.9,2023-04-01T03:00:00,2023-04-01T02:00:00,1680314400,0,16,Overcast clouds,804,c04n,254,3.2,1.6
12.2,43.7,99,2023-04-01:03,11.1,0,0,-33.7,0,,n,0.5,998,final,93,1025,0,0,12.2,2023-04-01T04:00:00,2023-04-01T03:00:00,1680318000,0,10,Overcast clouds,804,c04n,254,2.8,1.6
11.9,57.7,100,2023-04-01:04,10.8,0,0,-25,0,,n,0.75,998,final,93,1025,0,0,11.9,2023-04-01T05:00:00,2023-04-01T04:00:00,1680321600,0,16,Light rain,500,r01n,258,2.8,1.6
11.5,69.5,100,2023-04-01:05,10.7,0,0,-14.9,0,,n,0.25,998,final,95,1025,0,0,11.5,2023-04-01T06:00:00,2023-04-01T05:00:00,1680325200,0,10,Overcast clouds,804,c04n,262,2.8,1.2
11.5,80,100,2023-04-01:06,10.7,0,0,-4.1,0,,n,0.5,998,final,95,1025,0,0,11.5,2023-04-01T07:00:00,2023-04-01T06:00:00,1680328800,0,10,Overcast clouds,804,c04n,264,2.8,0.8
11.9,89.9,100,2023-04-01:07,10.8,43,382,7.1,81,,d,0,998,final,93,1025,0,48,11.9,2023-04-01T08:00:00,2023-04-01T07:00:00,1680332400,0.6,16,Overcast clouds,804,c04d,238,2,0.8
12.2,100.2,100,2023-04-01:08,11.4,74,649,18.2,270,,d,0,998,final,95,1025,0,91,12.2,2023-04-01T09:00:00,2023-04-01T08:00:00,1680336000,0.7,10,Overcast clouds,804,c04d,176,2.4,0.8
12.2,111.5,100,2023-04-01:09,11.9,92,775,29,462,,d,0,998,final,98,1025,0,121,12.2,2023-04-01T10:00:00,2023-04-01T09:00:00,1680339600,1,10,Fog,741,a05d,188,2,0.4
13,125,99,2023-04-01:10,12.2,105,846,38.9,630,,d,0,998,final,95,1025,0,164,13,2023-04-01T11:00:00,2023-04-01T10:00:00,1680343200,1.5,10,Overcast clouds,804,c04d,130,2.4,0.4
13.3,142.3,99,2023-04-01:11,12.5,113,887,47.1,755,,d,0,998,final,95,1025,0,183,13.3,2023-04-01T12:00:00,2023-04-01T11:00:00,1680346800,1.9,10,Overcast clouds,804,c04d,158,2.4,0.8
14.1,164.1,100,2023-04-01:12,12.7,117,907,52.2,826,,d,0,998,final,91,1025,0,169,14.1,2023-04-01T13:00:00,2023-04-01T12:00:00,1680350400,2.2,10,Overcast clouds,804,c04d,192,3.2,1.2
15.6,188.7,100,2023-04-01:13,12.7,117,910,52.9,835,,d,0,998,final,83,1025,0,169,15.6,2023-04-01T14:00:00,2023-04-01T13:00:00,1680354000,2.3,16,Overcast clouds,804,c04d,230,4,1.6
16.7,211.8,100,2023-04-01:14,12.7,114,895,49,783,,d,0,998,final,77,1025,0,163,16.7,2023-04-01T15:00:00,2023-04-01T14:00:00,1680357600,2,10,Overcast clouds,804,c04d,302,5.6,2
17,230.3,99,2023-04-01:15,12.5,108,861,41.6,673,,d,0,997,final,75,1024,0,171,17,2023-04-01T16:00:00,2023-04-01T15:00:00,1680361200,1.6,10,Overcast clouds,804,c04d,332,7.6,3.2
16.7,244.9,65,2023-04-01:16,12.3,97,801,32.2,517,,d,0,997,final,75,1024,0,392,16.7,2023-04-01T17:00:00,2023-04-01T16:00:00,1680364800,1.9,16,Broken clouds,803,c03d,338,8.4,3.2
16.3,256.8,31,2023-04-01:17,11,80,696,21.6,330,,d,0,997,final,71,1024,0,314,16.3,2023-04-01T18:00:00,2023-04-01T17:00:00,1680368400,1.9,16,Scattered clouds,802,c02d,336,8,3.2
15.6,267.2,6,2023-04-01:18,10.4,54,492,10.5,136,,d,0,997,final,71,1024,0,132,15.6,2023-04-01T19:00:00,2023-04-01T18:00:00,1680372000,1.8,16,Few clouds,801,c02d,326,6.4,3.2
13,277.2,2,2023-04-01:19,9.3,0,0,-0.7,0,,n,0,998,final,78,1025,0,0,13,2023-04-01T20:00:00,2023-04-01T19:00:00,1680375600,0,16,Few clouds,801,c02n,326,6.8,2.8
11.9,287.5,1,2023-04-01:20,8.6,0,0,-11.6,0,,n,0,999,final,80,1026,0,0,11.9,2023-04-01T21:00:00,2023-04-01T20:00:00,1680379200,0,16,Clear Sky,800,c01n,326,6.4,3.2
11.5,298.8,0,2023-04-01:21,8.2,0,0,-21.9,0,,n,0,999,final,80,1026,0,0,11.5,2023-04-01T22:00:00,2023-04-01T21:00:00,1680382800,0,16,Clear Sky,800,c01n,334,6.8,3.2
10.4,312,0,2023-04-01:22,6,0,0,-31,0,,n,0,999,final,74,1026,0,0,10.4,2023-04-01T23:00:00,2023-04-01T22:00:00,1680386400,0,16,Clear Sky,800,c01n,344,6.4,2.8
9.3,328,0,2023-04-01:23,5.3,0,0,-38.2,0,,n,0,1000,final,76,1027,0,0,9.3,2023-04-02T00:00:00,2023-04-01T23:00:00,1680390000,0,16,Clear Sky,800,c01n,2,6,2.8
7.8,346.8,0,2023-04-02:00,4.4,0,0,-42.5,0,,n,0,999,final,79,1027,0,0,7.8,2023-04-02T01:00:00,2023-04-02T00:00:00,1680393600,0,16,Clear Sky,800,c01n,18,5.6,2.8
5.3,7.3,0,2023-04-02:01,4,0,0,-43.1,0,,n,0,999,final,81,1027,0,0,7,2023-04-02T02:00:00,2023-04-02T01:00:00,1680397200,0,16,Clear Sky,800,c01n,28,5.2,2.4
4.4,26.7,0,2023-04-02:02,3.2,0,0,-39.8,0,,n,0,999,final,83,1027,0,0,5.9,2023-04-02T03:00:00,2023-04-02T02:00:00,1680400800,0,16,Clear Sky,800,c01n,34,4.8,2
3.1,43.5,0,2023-04-02:03,2.2,0,0,-33.3,0,,n,0,999,final,83,1027,0,0,4.8,2023-04-02T04:00:00,2023-04-02T03:00:00,1680404400,0,16,Clear Sky,800,c01n,36,4.4,2
1.9,57.5,0,2023-04-02:04,1.8,0,0,-24.6,0,,n,0,999,final,85,1027,0,0,4.1,2023-04-02T05:00:00,2023-04-02T04:00:00,1680408000,0,16,Clear Sky,800,c01n,38,4.4,2.4
1.5,69.3,0,2023-04-02:05,1.1,0,0,-14.6,0,,n,0,999,final,83,1027,0,0,3.7,2023-04-02T06:00:00,2023-04-02T05:00:00,1680411600,0,16,Clear Sky,800,c01n,44,4.8,2.4
0.3,79.7,0,2023-04-02:06,0.7,0,0,-3.8,0,,n,0,999,final,85,1027,0,0,3,2023-04-02T07:00:00,2023-04-02T06:00:00,1680415200,0,16,Clear Sky,800,c01n,50,4.8,2.8
1.6,89.7,0,2023-04-02:07,1.1,44,393,7.4,86,,d,0,1000,final,81,1028,0,86,4.1,2023-04-02T08:00:00,2023-04-02T07:00:00,1680418800,1.8,16,Clear Sky,800,c01d,58,6,2.8
7.4,99.9,0,2023-04-02:08,3.6,74,653,18.5,275,,d,0,1000,final,77,1028,0,275,7.4,2023-04-02T09:00:00,2023-04-02T08:00:00,1680422400,2.2,16,Clear Sky,800,c01d,62,6,2.4
11.1,111.2,0,2023-04-02:09,5.2,93,777,29.4,467,,d,0,1001,final,67,1028,0,467,11.1,2023-04-02T10:00:00,2023-04-02T09:00:00,1680426000,3.2,16,Clear Sky,800,c01d,62,5.2,2
13.7,124.8,0,2023-04-02:10,5.6,105,848,39.3,635,,d,0,1001,final,58,1028,0,635,13.7,2023-04-02T11:00:00,2023-04-02T10:00:00,1680429600,4.6,16,Clear Sky,800,c01d,80,4.8,1.2
15.6,142.1,5,2023-04-02:11,4.6,113,888,47.4,760,,d,0,1001,final,48,1028,0,760,15.6,2023-04-02T12:00:00,2023-04-02T11:00:00,1680433200,6,16,Few clouds,801,c02d,100,4.4,0.8
16.7,164.1,6,2023-04-02:12,4.4,117,908,52.6,830,,d,0,1000,final,44,1027,0,830,16.7,2023-04-02T13:00:00,2023-04-02T12:00:00,1680436800,6.9,16,Few clouds,801,c02d,136,4,0.8
17.8,188.9,2,2023-04-02:13,4.7,117,910,53.3,839,,d,0,1000,final,42,1027,0,839,17.8,2023-04-02T14:00:00,2023-04-02T13:00:00,1680440400,7.3,16,Few clouds,801,c02d,198,4,0.4
18.1,212.1,48,2023-04-02:14,6,115,896,49.3,787,,d,0,999,final,45,1026,0,729,18.1,2023-04-02T15:00:00,2023-04-02T14:00:00,1680444000,4.4,16,Broken clouds,803,c03d,278,4,0.8
17.6,230.7,91,2023-04-02:15,6,108,862,41.9,677,,d,0,999,final,44,1026,0,235,18.5,2023-04-02T16:00:00,2023-04-02T15:00:00,1680447600,1.9,16,Overcast clouds,804,c04d,306,4.8,1.2
17.6,245.3,100,2023-04-02:16,6.4,97,802,32.4,520,,d,0,999,final,45,1025,0,149,18.5,2023-04-02T17:00:00,2023-04-02T16:00:00,1680451200,1.1,16,Overcast clouds,804,c04d,320,4.8,1.6
17.6,257.1,97,2023-04-02:17,7,81,698,21.8,333,,d,0,998,final,47,1024,0,144,18.5,2023-04-02T18:00:00,2023-04-02T17:00:00,1680454800,0.8,16,Overcast clouds,804,c04d,316,4.8,2
17,267.6,99,2023-04-02:18,8.4,55,497,10.7,139,,d,0,997,final,57,1024,0,73,17,2023-04-02T19:00:00,2023-04-02T18:00:00,1680458400,0.6,16,Overcast clouds,804,c04d,296,3.6,2
14.4,277.5,98,2023-04-02:19,8.6,1,0,-0.5,0,,n,0,998,final,68,1025,0,0,14.4,2023-04-02T20:00:00,2023-04-02T19:00:00,1680462000,0,16,Overcast clouds,804,c04n,294,4.4,2.4
13.7,287.8,95,2023-04-02:20,8.1,0,0,-11.4,0,,n,0,998,final,69,1025,0,0,13.7,2023-04-02T21:00:00,2023-04-02T20:00:00,1680465600,0,16,Overcast clouds,804,c04n,318,3.6,2
12.6,299.1,89,2023-04-02:21,7.7,0,0,-21.6,0,,n,0,998,final,72,1025,0,0,12.6,2023-04-02T22:00:00,2023-04-02T21:00:00,1680469200,0,16,Overcast clouds,804,c04n,4,3.2,2
9.6,312.4,90,2023-04-02:22,6.3,0,0,-30.7,0,,n,0,998,final,80,1025,0,0,9.6,2023-04-02T23:00:00,2023-04-02T22:00:00,1680472800,0,16,Overcast clouds,804,c04n,48,3.6,2
9.3,328.3,9,2023-04-02:23,6,0,0,-37.9,0,,n,0,997,final,80,1024,0,0,9.3,2023-04-03T00:00:00,2023-04-02T23:00:00,1680476400,0,16,Few clouds,801,c02n,66,3.2,2
8.1,347,11,2023-04-03:00,5.6,0,0,-42.2,0,,n,0,996,final,84,1023,0,0,8.1,2023-04-03T01:00:00,2023-04-03T00:00:00,1680480000,0,16,Few clouds,801,c02n,68,2.8,1.6
6.1,7.3,17,2023-04-03:01,4.8,0,0,-42.7,0,,n,0,996,final,86,1023,0,0,7,2023-04-03T02:00:00,2023-04-03T01:00:00,1680483600,0,16,Few clouds,801,c02n,62,2.8,1.6
5.8,26.7,2,2023-04-03:02,4.5,0,0,-39.4,0,,n,0,994,final,86,1022,0,0,6.7,2023-04-03T03:00:00,2023-04-03T02:00:00,1680487200,0,16,Few clouds,801,c02n,60,3.2,1.6
